
=== gpu_va=0x10000018200  A=bo_sigusr1_h0_va10000018200_cpu104c3c200_sz20000.hex  B=bo_sigusr1_h0_va10000018200_cpu102e70200_sz20000.hex ===
  +0x1da24: 0xff4080bf -> 0x62c3d4e5   (A 4282417343  B 1657001189)
  +0x1da28: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da2c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da30: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da34: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da38: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da3c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da40: 0xff4080bf -> 0x60000000   (A 4282417343  B 1610612736)
  +0x1da44: 0xff4080bf -> 0x0000035b   (A 4282417343  B 859)
  +0x1da48: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da4c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da50: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da54: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da58: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da5c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da60: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da64: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da68: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da6c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da70: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da74: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da78: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da7c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da80: 0xff4080bf -> 0x00000040   (A 4282417343  B 64)
  +0x1da84: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da88: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da8c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da90: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da94: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da98: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1da9c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1daa0: 0xff4080bf -> 0x0da24260   (A 4282417343  B 228737632)
  +0x1daa4: 0xff4080bf -> 0x51a2b3c4   (A 4282417343  B 1369617348)
  +0x1daa8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1daac: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dab0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dab4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dab8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dabc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dac0: 0xff4080bf -> 0x00000040   (A 4282417343  B 64)
  +0x1dac4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dac8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dacc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dad0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dad4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dad8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dadc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dae0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dae4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dae8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1daec: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1daf0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1daf4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1daf8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dafc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db00: 0xff4080bf -> 0x00000040   (A 4282417343  B 64)
  +0x1db04: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db08: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db0c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db10: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db14: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db18: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db1c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db20: 0xff4080bf -> 0x60000000   (A 4282417343  B 1610612736)
  +0x1db24: 0xff4080bf -> 0x0000035b   (A 4282417343  B 859)
  +0x1db28: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db2c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db30: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db34: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db38: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db3c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db40: 0xff4080bf -> 0x00000040   (A 4282417343  B 64)
  +0x1db44: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db48: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db4c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db50: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db54: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db58: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db5c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db60: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db64: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db68: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db6c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db70: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db74: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db78: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db7c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db80: 0xff4080bf -> 0x00000040   (A 4282417343  B 64)
  +0x1db84: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db88: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db8c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db90: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db94: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db98: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1db9c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dba0: 0xff4080bf -> 0xfffeffff   (A 4282417343  B 4294901759)
  +0x1dba4: 0xff4080bf -> 0x0000aaab   (A 4282417343  B 43691)
  +0x1dba8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dbac: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dbb0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dbb4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dbb8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dbbc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dbc0: 0xff4080bf -> 0x00000040   (A 4282417343  B 64)
  +0x1dbc4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dbc8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dbcc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dbd0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dbd4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dbd8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dbdc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dbe0: 0xff4080bf -> 0x50001c00   (A 4282417343  B 1342184448)
  +0x1dbe4: 0xff4080bf -> 0x4b000000   (A 4282417343  B 1258291200)
  +0x1dbe8: 0xff4080bf -> 0x05030201   (A 4282417343  B 84083201)
  +0x1dbec: 0xff4080bf -> 0x14000a05   (A 4282417343  B 335546885)
  +0x1dbf0: 0xff4080bf -> 0x4f800000   (A 4282417343  B 1333788672)
  +0x1dbf4: 0xff4080bf -> 0xffff3fff   (A 4282417343  B 4294918143)
  +0x1dbf8: 0xff4080bf -> 0x01ff0000   (A 4282417343  B 33488896)
  +0x1dbfc: 0xff4080bf -> 0xfe00fe00   (A 4282417343  B 4261477888)
  +0x1dc00: 0xff4080bf -> 0x00000080   (A 4282417343  B 128)
  +0x1dc04: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc08: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc0c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc10: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc14: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc18: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc1c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc20: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc24: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc28: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc2c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc30: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc34: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc38: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc3c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc40: 0xff4080bf -> 0x60000000   (A 4282417343  B 1610612736)
  +0x1dc44: 0xff4080bf -> 0x0000035b   (A 4282417343  B 859)
  +0x1dc48: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc4c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc50: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc54: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc58: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc5c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc60: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc64: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc68: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc6c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc70: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc74: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc78: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc7c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc80: 0xff4080bf -> 0x00000080   (A 4282417343  B 128)
  +0x1dc84: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc88: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc8c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc90: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc94: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc98: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dc9c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dca0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dca4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dca8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dcac: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dcb0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dcb4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dcb8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dcbc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dcc0: 0xff4080bf -> 0x60000000   (A 4282417343  B 1610612736)
  +0x1dcc4: 0xff4080bf -> 0x0000035b   (A 4282417343  B 859)
  +0x1dcc8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dccc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dcd0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dcd4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dcd8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dcdc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dce0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dce4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dce8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dcec: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dcf0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dcf4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dcf8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dcfc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dd00: 0xff4080bf -> 0x00000100   (A 4282417343  B 256)
  +0x1dd04: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dd08: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dd0c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dd10: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dd14: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dd18: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dd1c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dd20: 0xff4080bf -> 0x0000ffff   (A 4282417343  B 65535)
  +0x1dd24: 0xff4080bf -> 0x00007fff   (A 4282417343  B 32767)
  +0x1dd28: 0xff4080bf -> 0xffff8000   (A 4282417343  B 4294934528)
  +0x1dd2c: 0xff4080bf -> 0xffffff80   (A 4282417343  B 4294967168)
  +0x1dd30: 0xff4080bf -> 0x040003ff   (A 4282417343  B 67109887)
  +0x1dd34: 0xff4080bf -> 0x40000000   (A 4282417343  B 1073741824)
  +0x1dd38: 0xff4080bf -> 0x00000400   (A 4282417343  B 1024)
  +0x1dd3c: 0xff4080bf -> 0x00000102   (A 4282417343  B 258)
  +0x1dd40: 0xff4080bf -> 0x00000104   (A 4282417343  B 260)
  +0x1dd44: 0xff4080bf -> 0x00000106   (A 4282417343  B 262)
  +0x1dd48: 0xff4080bf -> 0x0000010a   (A 4282417343  B 266)
  +0x1dd4c: 0xff4080bf -> 0x0000010c   (A 4282417343  B 268)
  +0x1dd50: 0xff4080bf -> 0x0000010e   (A 4282417343  B 270)
  +0x1dd54: 0xff4080bf -> 0x00000110   (A 4282417343  B 272)
  +0x1dd58: 0xff4080bf -> 0x00000112   (A 4282417343  B 274)
  +0x1dd5c: 0xff4080bf -> 0x00000114   (A 4282417343  B 276)
  +0x1dd60: 0xff4080bf -> 0x00000118   (A 4282417343  B 280)
  +0x1dd64: 0xff4080bf -> 0x0000011a   (A 4282417343  B 282)
  +0x1dd68: 0xff4080bf -> 0x0000011c   (A 4282417343  B 284)
  +0x1dd6c: 0xff4080bf -> 0x0000011e   (A 4282417343  B 286)
  +0x1dd70: 0xff4080bf -> 0x00000120   (A 4282417343  B 288)
  +0x1dd74: 0xff4080bf -> 0x00000122   (A 4282417343  B 290)
  +0x1dd78: 0xff4080bf -> 0x00000126   (A 4282417343  B 294)
  +0x1dd7c: 0xff4080bf -> 0x00000128   (A 4282417343  B 296)
  +0x1dd80: 0xff4080bf -> 0x0000012a   (A 4282417343  B 298)
  +0x1dd84: 0xff4080bf -> 0x0000012c   (A 4282417343  B 300)
  +0x1dd88: 0xff4080bf -> 0x0000012e   (A 4282417343  B 302)
  +0x1dd8c: 0xff4080bf -> 0x00000130   (A 4282417343  B 304)
  +0x1dd90: 0xff4080bf -> 0x00000134   (A 4282417343  B 308)
  +0x1dd94: 0xff4080bf -> 0x00000136   (A 4282417343  B 310)
  +0x1dd98: 0xff4080bf -> 0x00000138   (A 4282417343  B 312)
  +0x1dd9c: 0xff4080bf -> 0x0000013a   (A 4282417343  B 314)
  +0x1dda0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dda4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dda8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ddac: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ddb0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ddb4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ddb8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ddbc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ddc0: 0xff4080bf -> 0x60000000   (A 4282417343  B 1610612736)
  +0x1ddc4: 0xff4080bf -> 0x0000035b   (A 4282417343  B 859)
  +0x1ddc8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ddcc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ddd0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ddd4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ddd8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dddc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dde0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dde4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dde8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ddec: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ddf0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ddf4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ddf8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ddfc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1de00: 0xff4080bf -> 0x000000c0   (A 4282417343  B 192)
  +0x1de04: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1de08: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1de0c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1de10: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1de14: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1de18: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1de1c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1de20: 0xff4080bf -> 0x01080104   (A 4282417343  B 17301764)
  +0x1de24: 0xff4080bf -> 0x0110010c   (A 4282417343  B 17826060)
  +0x1de28: 0xff4080bf -> 0x0120011c   (A 4282417343  B 18874652)
  +0x1de2c: 0xff4080bf -> 0x01240122   (A 4282417343  B 19136802)
  +0x1de30: 0xff4080bf -> 0x012c0128   (A 4282417343  B 19661096)
  +0x1de34: 0xff4080bf -> 0x01340130   (A 4282417343  B 20185392)
  +0x1de38: 0xff4080bf -> 0x013c0138   (A 4282417343  B 20709688)
  +0x1de3c: 0xff4080bf -> 0x01440140   (A 4282417343  B 21233984)
  +0x1de40: 0xff4080bf -> 0x014c0148   (A 4282417343  B 21758280)
  +0x1de44: 0xff4080bf -> 0x01540150   (A 4282417343  B 22282576)
  +0x1de48: 0xff4080bf -> 0x015c0158   (A 4282417343  B 22806872)
  +0x1de4c: 0xff4080bf -> 0x01640160   (A 4282417343  B 23331168)
  +0x1de50: 0xff4080bf -> 0x016c0168   (A 4282417343  B 23855464)
  +0x1de54: 0xff4080bf -> 0x017c0178   (A 4282417343  B 24904056)
  +0x1de58: 0xff4080bf -> 0x0180017e   (A 4282417343  B 25166206)
  +0x1de5c: 0xff4080bf -> 0x01880184   (A 4282417343  B 25690500)
  +0x1de60: 0xff4080bf -> 0x0190018c   (A 4282417343  B 26214796)
  +0x1de64: 0xff4080bf -> 0x01980194   (A 4282417343  B 26739092)
  +0x1de68: 0xff4080bf -> 0x01a0019c   (A 4282417343  B 27263388)
  +0x1de6c: 0xff4080bf -> 0x01a801a4   (A 4282417343  B 27787684)
  +0x1de70: 0xff4080bf -> 0x01b001ac   (A 4282417343  B 28311980)
  +0x1de74: 0xff4080bf -> 0x01b801b4   (A 4282417343  B 28836276)
  +0x1de78: 0xff4080bf -> 0x01c001bc   (A 4282417343  B 29360572)
  +0x1de7c: 0xff4080bf -> 0x01c801c4   (A 4282417343  B 29884868)
  +0x1de80: 0xff4080bf -> 0x01d801d4   (A 4282417343  B 30933460)
  +0x1de84: 0xff4080bf -> 0x01dc01da   (A 4282417343  B 31195610)
  +0x1de88: 0xff4080bf -> 0x01e401e0   (A 4282417343  B 31719904)
  +0x1de8c: 0xff4080bf -> 0x01ec01e8   (A 4282417343  B 32244200)
  +0x1de90: 0xff4080bf -> 0x01f401f0   (A 4282417343  B 32768496)
  +0x1de94: 0xff4080bf -> 0x01fc01f8   (A 4282417343  B 33292792)
  +0x1de98: 0xff4080bf -> 0x02040200   (A 4282417343  B 33817088)
  +0x1de9c: 0xff4080bf -> 0x020c0208   (A 4282417343  B 34341384)
  +0x1dea0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dea4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dea8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1deac: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1deb0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1deb4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1deb8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1debc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dec0: 0xff4080bf -> 0x00000080   (A 4282417343  B 128)
  +0x1dec4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dec8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1decc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ded0: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ded4: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1ded8: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dedc: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1dee0: 0xff4080bf -> 0xffffffff   (A 4282417343  B 4294967295)
  +0x1dee4: 0xff4080bf -> 0x0001ffff   (A 4282417343  B 131071)
  +0x1dee8: 0xff4080bf -> 0x04000000   (A 4282417343  B 67108864)
  +0x1deec: 0xff4080bf -> 0xffff07ff   (A 4282417343  B 4294903807)
  +0x1def0: 0xff4080bf -> 0x00010000   (A 4282417343  B 65536)
  +0x1def4: 0xff4080bf -> 0x0fffffff   (A 4282417343  B 268435455)
  +0x1def8: 0xff4080bf -> 0xff3fffff   (A 4282417343  B 4282384383)
  +0x1defc: 0xff4080bf -> 0xfffff0ff   (A 4282417343  B 4294963455)
  +0x1df00: 0xff4080bf -> 0x1bffffff   (A 4282417343  B 469762047)
  +0x1df04: 0xff4080bf -> 0x20000000   (A 4282417343  B 536870912)
  +0x1df08: 0xff4080bf -> 0x28000000   (A 4282417343  B 671088640)
  +0x1df0c: 0xff4080bf -> 0x70000000   (A 4282417343  B 1879048192)
  +0x1df10: 0xff4080bf -> 0xf0000000   (A 4282417343  B 4026531840)
  +0x1df14: 0xff4080bf -> 0xfffe0000   (A 4282417343  B 4294836224)
  +0x1df18: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df1c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df20: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df24: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df28: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df2c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df30: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df34: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df38: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df3c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df40: 0xff4080bf -> 0x00000040   (A 4282417343  B 64)
  +0x1df44: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df48: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df4c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df50: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df54: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df58: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df5c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df60: 0xff4080bf -> 0x80000000   (A 4282417343  B 2147483648)
  +0x1df64: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df68: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df6c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df70: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df74: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df78: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df7c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df80: 0xff4080bf -> 0x0000fa80   (A 4282417343  B 64128)
  +0x1df84: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df88: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df8c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df90: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df94: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df98: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
  +0x1df9c: 0xff4080bf -> 0x00000000   (A 4282417343  B 0)
